id,name,parent_company
16717,gulf medical fiberoptics inc,"Gulf Medical Fiberoptics, Inc."
16718,ascent healthcare solutions inc,Stryker
16719,leventon s a u,Werfenlife Sa.
16722,kapp surgical instrument inc,Kapp Surgical Instrument Inc.
16723,sunrise medical hhg inc dba devilbiss healthcare,Independent
16725,axiobionics llc,Axiobionics
16728,cardiopulmonary instrumentation inc,Cardiopulmonary Instrumentation Inc
16729,dental equipment llc,Independent
16731,w  h dentalwerk buermoos gmbh,Independent
16732,pall life sciences puerto rico llc,Danaher Corporation
16733,eswallow usa llc,Eswallow Usa Llc
16735,hoya surgical optics gmbh,Hoya Surgical Optics Inc.
16737,osteomed lp,Colson Associates Inc.
16739,jay bird investments inc,Independent
16740,global focus marketing  develop,Independent
16741,acell inc,Acell Inc.
16742,tisport llc,Tisport Llc
16745,mckesson information solutions llc,Independent
16751,alterg incorporated,Alterg Inc.
16752,capintec inc,Eczacibasi Holding Anonim Sirketi
16759,alliant enterprises llc,Alliant Enterprises Llc
16763,gyn disposables inc,Gyn Disposables Inc
16765,hamamatsu corporation,Hamamatsu Photonics K.K.
16767,angiodynamics worldwide headquarters,Angiodynamics Inc
16768,medical compression systems,Medical Compression Systems (Dbn) Ltd.
16769,coolsystems inc,"Coolsystems, Inc."
16770,king international,Independent
16772,baxter healthcare services lp,Baxter International
16774,isopure corp,Isopure Corp
16775,exalenz bioscience ltd,Exalenz Bioscience Ltd
16776,permedics inc,Permedics Inc
16778,tcoag us incorporated,Independent
16783,kerrpentron dba kerr corporation and pentron clinical,Danaher Corporation
16784,acrymed incorporated,Independent
16785,mani inc  kiyohara facility,Mani Inc.
16786,microgenics corp,Thermo Fisher Scientific Inc
16787,heritage labs international llc,Independent
16788,first medical source llc,First Medical Source Llc
16789,micro therapeutics inc usa,Mallinckrodt Plc
16791,acute innovations llc,Acute Innovations Llc
16792,micro therapeutics inc usa,"Nanotherapeutics, Inc"
16793,immunetech inc,Immunetech Inc
16794,ethox international inc,Moog Inc
16802,the raymond corporation,Toyota Industries Corporation
16803,hemo cue inc,Independent
16809,integra neurosciences pr inc,Independent
16810,walgreen company,"Walgreens Boots Alliance, Inc."
16812,eyezone,Independent
16817,steris corporation hopkins facility,Steris Plc
16824,origio humagen pipets inc,Independent
16825,church  dwight inc,"Church & Dwight Co., Inc."
16828,adenna inc,Adenna Inc.
16829,novomedicus llc,Independent
16830,imalux corporation,Imalux Corp.
16832,howmedica osteonics corp dba stryker craniomaxillofacial,Stryker
16833,healthway home products inc,"Healthway Home Products, Inc."
16834,lucero medical llc,Lucero Medical Llc
16839,deroyal processing center,Deroyal Industries Inc.
16840,cytophil inc,Cytophil Inc.
16842,ion genius inc,Independent
16844,pointcare technologies inc,Pointcare Technologies Inc.
16846,b braun medical limited,Sonitus Medical Inc.
16847,b braun medical limited,Ventus Medical Inc.
16853,sendx medical inc,Danaher Corporation
16854,medisystems corp,Nxstage Medical Inc
16855,aerolase,Aerolase Corporation
16856,covidien llc dba unipatch,Medtronic Plc
16858,pelton  crane company,Pelton & Crane Company
16861,qrs diagnostic,Qrs Diagnostic
16863,spectrum dynamics,Spectrum Dynamics Medical Ltd
16866,medical positioning inc,Medical Positioning Inc.
16870,michclone associates inc,Independent
16875,north coast medical inc,North Coast Medical Inc.
16876,bomimed inc,Bomimed Inc
16877,medical information technology inc,Medical Information Technology Inc.
16878,synaptic corp,Independent
16881,teva pharmaceuticals usa inc,Teva Pharmaceutical Industries Ltd.
16882,alere san diego dba biosite innovacon hemosense inc,Abbott Laboratories
16883,haemacure corporation,Independent
16884,genesys orthopedics systems llc,Independent
16886,colgate palmolive company,Colgate-Palmolive Company
16888,tripath imaging inc,"Becton, Dickinson And Company"
16890,caridian bct inc,Independent
16891,ellman international inc,"Ellman International, Inc"
16896,jk products  services inc,Independent
16897,meddev  usa inc,Independent
16898,noninvasive monitoring systems inc,"Non-Invasive Monitoring Systems, Inc."
16899,hartmann usa inc,Schwenk Limes Gmbh & Co. Kg
16900,psc industries inc,Pmc Global Inc.
16902,app pharmaceuticals llc,Fresenius Se & Co. Kgaa
16905,stingray surgical products llc,Stingray Surgical Products Llc
16907,critical diagnostics,Critical Diagnostics Inc.
16913,bridgepoint medical,Independent
16915,tango3 llc,Tango3 Llc
16918,princeton biomeditech corporation pbm,Princeton Biomeditech Corp
16919,fms finapres medical systems bv,Finapres Medical Systems B.V.
16921,transenterix inc,Transenterix Inc.
16924,laserworld usa inc,Laserworld Usa Inc.
16925,afassco inc,Afassco Inc.
16926,integra life sci,Integra Lifesciences Holdings Corporation
16927,cisco systems inc,Cisco Systems Inc
16928,canon inc,Canon Inc
16931,tedan surgical innovations llc,Tedan Surgical Innovations L.L.C.
16932,cook medical incorporated,Zoe Medical Incorporated
16934,mcneilppc inc,Johnson & Johnson
16935,quality electrodynamics llc,Quality Electrodynamics Llc
16937,helix medical llc,Freudenberg & Co. Kommanditgesellschaft
16938,spine smith partners lp,Independent
16940,accuro medical product llc,Accuro Medical Products Llc
16941,orthosensor,Orthosensor Inc.
16943,kardium,Kardium Inc
16947,surgical tissue network inc,Independent
16948,westmed inc,Westmed Holding Company
16950,b braun medical limited,"Vycor Medical, Inc."
16952,brookstone company inc,Sanpower Group Co. Ltd.
16953,omniguide inc,Omniguide Inc.
16954,terumo medical corporation elkton,Iradimed Corp.
16955,cooper vision caribbean corp,"The Cooper Companies, Inc."
16959,biomotion medical systems llc,Independent
16960,arobella medical llc,Arobella Medical Llc
16961,eeg info,Eeg Info Inc.
16964,handicare accessibility,Handicare Group Ab
16965,terumo medical corporation elkton,Envoy Medical Corporation
16968,naimco inc dba richmar inc,Independent
16969,healthtronics inc,Independent
16970,medisystems a nx stage company,Nxstage Medical Inc
16972,lockheed martin gyrocam systems inc,Independent
16973,quanta system spa,El.En. Spa
16975,oxus america inc,"Oxus America, Inc."
16976,allergan medical s a,Independent
16977,viscot medical llc,Viscot Medical Llc
16978,chenica inc,Chenica Inc.
16981,hitachi chemical diagnostics inc,Hitachi Ltd
16985,bion enterprises ltd,Jsr Corp.
16989,innominata dba genbio,Innominata
16990,salyer prn biomedical,Independent
16992,endogastric solutions inc,Endogastric Solutions Inc
16994,thermo fisher scientific asheville llc,Thermo Fisher Scientific Inc
16997,intio inc,Intio Inc.
17006,sirtex medical limited,Sirtex Medical Limited
17013,spinal solutions llc,Independent
17014,orthopedic alliance llc,Independent
17015,carefusion 213 llc,"Becton, Dickinson And Company"
17020,qiagen gaithersburg inc,Qiagen N.V.
17024,usa instruments inc,"Sr Instruments, Inc."
17025,cardinal health medical products  services,Cardinal Health
17026,lighthouse for the blind,Lighthouse For The Blind
17027,briggs medical service company dba mabis,Briggs Medical Service Company
17030,iflow  llc,Kimberly-Clark Corporation
17031,linde gas north america llc,Linde Ag
17033,insight instruments inc,"Insight Instruments, Inc."
17034,clorox healthcare holdings llc dba healthlink,The Clorox Company
17035,separation technology inc,Independent
17036,chicago xray systems inc,Chicago X-Ray Systems Inc
17037,summit medical inc,Independent
17038,custom spine inc,"Custom Spine, Inc."
17040,maytex corp,Maytex Corporation
17041,prism medical services usa,Independent
17042,surgical instrument service and savings inc,Medline Industries Inc.
17045,invatec llc,Medtronic Plc
17047,international biomedical ltd,"International Biomedical, Ltd."
17051,usystems inc,Independent
17052,puritan medical products co llc,"Utah Medical Products, Inc."
17053,conbio a cynosure company,Independent
17054,braemar inc,Independent
17055,advanced orthogonal equipment incorporated,Independent
17056,steritec products mfc co inc,Steritec Product Mfg. Co. Inc.
17058,accelerated care plus corporation,Accelerated Care Plus Corp
17061,mesa laboratories inc bozeman manufacturing facility,Mesa Laboratories Inc
17063,sagatech electronics inc,Sagatech Electronics Inc
17065,raulandborg corp,Ametek Inc
17066,koojoo trading company,Koojoo Trading Co.
17068,pemco inc,Pemco Inc
17069,sotera wireless inc,Sotera Wireless Inc.
17070,precision dynamics corporation,Precision Dynamics Corporation
17074,waldemar link gmbh  co kg corp hq,Link Holding Gmbh
17075,fisher scientific co,Thermo Fisher Scientific Inc
17076,sarken inc,Sarken Inc
17079,medical indicators inc,"Medical Indicators, Inc."
17080,spinenet,Spinenet Llc
17081,assuramed,Cardinal Health
17082,spine smith holdings llc,Spinesmith Holdings Llc
17084,cardiogenesis corporation,Cryolife Inc.
17086,endoplus inc,Endoplus Inc.
17087,trans american medical inc,Independent
17089,h  h associates,Independent
17090,camlog usa,Camlog Usa Inc
17092,globus medical inc,"Globus Medical, Inc."
17095,onx life technologies inc,Xoran Technologies Llc
17096,itcnexus dx,"Samsung Electronics Co., Ltd."
17097,pinookusa,Independent
17099,omnyx llc,Inspirata Inc.
17103,lanx inc,Independent
17104,asante solutions inc,"Asante Solutions, Inc."
17107,b braun medical limited,Asi Medical Inc.
17108,medrad mr inc,Bayer Ag
17112,advandx inc,"Advandx, Inc."
17113,the standing company,The Standing Company
17117,terumo medical corporation elkton,Ranir Corporation
17118,on site gas systems inc,On Site Gas Systems Inc.
17119,perrigo diabetes care,Independent
17121,siemens hearing instruments inc,Siemens Ag
17127,instrumentarium dental palodex group oy,Danaher Corporation
17130,spencer technologies inc,Golden Technologies Inc
17131,medicamat sa,Independent
17138,china daheng group inc,China Daheng Group Inc.
17141,medefil incorporated,Medefil Inc.
17142,infantino llc,Independent
17143,energizer personal care,Independent
17144,philips medical systems north america inc,Philips
17145,velocity medical solutions llc,Varian Medical Systems Inc
17146,allesee orthodontic appliances inc,Independent
17148,lumiquick diagnostics inc,Lumiquick Diagnostics Inc.
17150,claymount assembli,Claymount Technologies Group B.V.
17151,wal mart stores inc,Walmart Inc.
17154,hyperion medical,Hyperion Medical Technologies Inc.
17156,central purchasing llc dba harbor freight tools,Central Purchasing Llc
17159,scm true air technologies llc,Scm True Air Technologies
17162,intervalve inc,Intervalve Inc
17163,altasource llc dba meta labs llc,Meta Labs Inc
17164,allosource inc,Allosource
17165,rm temena gmbh,Independent
17166,biorep technologies,Biorep Technologies Inc.
17167,arjo huntleigh polska sp zoo,Getinge Ab
17168,diabetic supply of suncoast inc,Independent
17170,lap of america laser applications llc,Independent
17174,bioderm inc,Bioderm Inc.
17176,global cooling inc,Global Cooling Inc
17179,varian medical systems particle therapy gmbh,Varian Medical Systems Inc
17183,b braun medical limited,Zynex Inc.
17184,sterigear llc,Sterigear Llc
17185,axcentria pharmaceuticals llc,Axcentria Pharmaceutical Llc
17186,starkey laboratories inc,"Kova Laboratories, Inc."
17187,vascular technology inc,Vascular Technology Incorporated
17188,ability dynamics llc,Ability Dynamics L.L.C.
17189,batrik medical manufacturing inc,Rgi Medical Manufacturing Inc.
17191,mti precision products llc,Independent
17195,dental ez group star dental division,Independent
17196,pioneer surgical technology inc,Rti Surgical Inc
17197,laser peripherals llc,Laser Peripherals Llc
17200,varian medical systems beijing co ltd,Ra Medical Systems
17203,integrated medical systems inc,Systèmes Médicaux Intelerad Incorporée Les
17205,instrumed international inc,Avalign Technologies Inc.
17206,ansar group inc dba ansar medical technologies inc,Ansar Group Inc.
17207,markettiers inc,Market-Tiers
17211,novocol inc,Novocol Inc.
17213,beevers manufacturing  supply inc,Beevers Manufacturing & Supply Inc.
17215,genesis bps llc,Genesis Bps Llc
17216,terumo medical corporation elkton,Juniper Holdings  Inc.
17218,thermedx llc,Thermedx Llc
17219,pdg product design group inc,Pdg Product Design Group Inc.
17220,life force of tampa llc,Independent
17221,nemschoff chairs inc,Independent
17222,motion concepts lp,Invacare Corporation
17223,advanced photonic systems llc,Advanced Photonic Systems Llc
17224,imris inc,Imris Inc
17225,ultracell medical technologies inc,Estill Medical Technologies Inc.
17226,josnoe medical inc,Compass Health Brands Corp
17227,medx holdings inc,"Medx Holdings, Inc."
17228,medartis inc,Medartis Inc.
17231,snug seat inc,Independent
17234,oridion medikal 1987 ltd,Cure Medical Llc
17236,pulsion medical inc,Getinge Ab
17239,able eyes tech coltd,Independent
17241,anhui tiankang medical technology co ltd,Anhui Tiankang (Group) Shares Co. Ltd.
17245,baxter hospitalar ltda baxter international inc,Baxter International
17247,bectondickinson vascular access,"Becton, Dickinson And Company"
17252,centro de ingeniería genética y biotecnología de sancti spíritus cigbss,Centro De Ingeniería Genética Y Biotecnología
17253,centro de inmunoensayo,Centro Inmuno Ensayo
17254,centro nacional de investigaciones científicas cenic,Centro Nacional De Investigaciones Científicas
17255,changsha sinocare inc,Sinocare Inc.
17257,cpm,Independent
17258,cristófoli ltda,Cristofoli Equipamentos De Biosseguranca Ltda
17260,dental products of chemical usa inc  coltenewhaledent ag,Independent
17261,dwl elektronische systeme,Independent
17262,empresa de producción de biológicos carlos j finlay,Centro De Diagnostico Y Terapeutico Dr. Carlos J. Finlay S.A.C.
17263,empresa farmacéutica roberto escudero,Empresa Laboratorio Farmacéutico Roberto Escudero
17266,etropal jsc,Finart Inc
17267,fini,Independent
17273,hhl lifecare limited demophorius healthcare,Independent
17275,hymark medical,Independent
17276,i c neuronic,Ic Neuronic Sl
17277,iht iberhospitex sa,Iberhospitex Sa
17278,inmed manufacturing sdn bhd a division of teleflex medical,Teleflex Incorporated
17279,instituto central de investigación digital icid,Independent
17280,iscot spede,Independent
17281,jiangsu kaishou medical apparatus co ltd,Jiangsu Kaishou Medical Apparatus Co. Ltd.
17284,kimberlyclark nvsa,Kimberly-Clark Corporation
17285,laboratories pharmaceutiques,Independent
17286,laboratorio rymco sa iscot hereu kulzer gmbh  co kg,Independent
17287,laboratorios de anticuerpos y biomodelos experimentales labex,Independent
17290,medicuba,Importadora Y Exportadora De Productos Médicos Sa
17291,mediteclab,Independent
17297,meheco,China Meheco Group Co. Ltd.
17298,mrl inc wellch allyn co,Independent
17300,nellcor inc div tyco healthcare group lp,Medtronic Plc
17302,nsk nakanishi inc,Nakanishi Inc.
17303,penpol,Terumo Corporation
17305,plus orthopaedics smith  nephew orthopaedics ltd,Smith & Nephew Plc
17306,quayle dental,Quayle Dental Manufacturing (Export) Ltd.
17310,samkwang industrial corporation,Independent
17312,shanghai institute of rubber products,Shanghai Institute Of Rubber Products
17314,siemens elena from sweden,Siemens Ag
17315,siemenselema,Siemens Ag
17316,silmag medical,Silmag S.A.
17318,sorin group st jude medical,Independent
17319,special medical co ltd,Independent
17320,st jude medical brasil ltda,Abbott Laboratories
17322,suzhou industrial park jingwei medical instruments co ltd,Suzhou Industrial Park Jingwei Medical Instrument Co. Ltd.
